122	Buhweju	120,720	156,900
104	Buliisa	113,161	171,300
111	Bundibugyo	224,387	285,000
112	Bunyangabu	170,247	208,000
123	Bushenyi	234,443	254,200
105	Hoima	305,531	413,100
118	Ibanda	249,625	290,900
127	Isingiro	486,360	658,100
136	Kabale	230,609	256,900
113	Kabarole	298,989	357,500
109	Kagadi	351,033	474,700
107	Kakumiro	293,108	601,900
116	Kamwenge	270,668	372,000
132	Kanungu	252,144	235,400
120	Kasese	694,987	843,900
117	Kazo	151,023	240,400
108	Kibaale	140,947	234,800
106	Kikuube	267,455	414,400
126	Kiruhura	177,054	205,300
102	Kiryandongo	266,197	339,200
133	Kisoro	281,705	332,200
119	Kitagwenda	143,786	197,800
115	Kyegegwa	281,637	551,900
114	Kyenjojo	422,204	584,400
103	Masindi	291,113	366,900
125	Mbarara	344,904	414,000
130	Mitooma	183,444	198,900
110	Ntoroko	67,005	80,700
129	Ntungamo	483,841	569,200
134	Rubanda	196,896	213,400
121	Rubirizi	129,149	151,500
135	Rukiga	100,726	107,200
131	Rukungiri	314,694	342,000
128	Rwampara	127,725	153,100
124	Sheema	207,343	226,300
