27	Abim	107,966	182,800
12	Adjumani	225,251	240,000
28	Agago	227,792	262,500
31	Alebtong	227,541	286,400
38	Amolatar	147,166	182,000
23	Amudat	105,769	151,900
13	Amuru	186,696	232,500
35	Apac	185,322	249,600
3	Arua	442,586	557,900
37	Dokolo	183,093	232,900
16	Gulu	275,613	352,500
20	Kaabong	116,346	134,400
19	Karenga	51,533	73,100
18	Kitgum	204,048	232,900
1	Koboko	206,495	287,500
33	Kole	239,327	308,800
21	Kotido	181,050	219,700
36	Kwania	183,304	234,600
17	Lamwo	134,371	148,100
32	Lira	408,043	516,000
7	Madi-Okollo	140,188	176,800
2	Maracha	186,134	219,500
22	Moroto	103,432	126,300
10	Moyo	95,951	116,400
25	Nabilatuk	68,409	102,500
24	Nakapiripirit	88,281	128,100
26	Napak	142,224	166,200
5	Nebbi	238,757	306,300
14	Nwoya	133,506	314,300
11	Obongi	43,061	52,300
15	Omoro	160,732	216,400
30	Otuke	104,254	150,600
34	Oyam	383,644	491,600
29	Pader	178,004	206,700
6	Pakwach	158,037	219,000
8	Terego	199,303	251,500
9	Yumbe	484,822	775,000
4	Zombo	240,081	306,100
